price,brand,year,title_status,mileage,state
4500,chevrolet,2015,clean vehicle,83279,pennsylvania
27705,ford,2019,clean vehicle,16600,michigan
8000,chevrolet,2015,clean vehicle,107971,pennsylvania
25511,ford,2019,clean vehicle,17801,michigan
7700,chevrolet,2015,clean vehicle,94150,pennsylvania
29900,ford,2019,clean vehicle,17159,michigan
7200,chevrolet,2015,clean vehicle,80711,pennsylvania
27502,ford,2019,clean vehicle,17983,michigan
4500,chevrolet,2013,clean vehicle,119981,pennsylvania
27402,ford,2019,clean vehicle,17851,michigan
1500,chevrolet,2013,clean vehicle,66079,pennsylvania
26602,ford,2019,clean vehicle,18174,michigan
10200,chevrolet,2019,clean vehicle,7654,illinois
29900,ford,2019,clean vehicle,18759,michigan
14000,chevrolet,2019,clean vehicle,11564,illinois
28500,ford,2019,clean vehicle,18901,michigan
8000,chevrolet,2016,clean vehicle,86541,florida
29809,ford,2019,clean vehicle,21157,michigan
36900,chevrolet,2015,clean vehicle,29937,florida
26902,ford,2019,clean vehicle,23964,michigan
10950,chevrolet,2015,clean vehicle,58504,florida
27402,ford,2019,clean vehicle,20154,michigan
16900,acura,2014,clean vehicle,63500,florida
25600,ford,2019,clean vehicle,23294,michigan
29700,bmw,2016,clean vehicle,24293,texas
27702,ford,2019,clean vehicle,20343,michigan
13500,buick,2016,clean vehicle,19655,texas
27102,ford,2019,clean vehicle,19100,michigan
27102,ford,2019,clean vehicle,20014,michigan
25811,ford,2019,clean vehicle,21774,michigan
26602,ford,2019,clean vehicle,21201,michigan
27102,ford,2019,clean vehicle,21766,michigan
37500,buick,2019,clean vehicle,12406,wisconsin
26211,ford,2019,clean vehicle,17977,michigan
24205,ford,2019,clean vehicle,22805,michigan
37500,cadillac,2019,clean vehicle,16013,wisconsin
27111,ford,2019,clean vehicle,14382,michigan
27411,ford,2019,clean vehicle,9660,michigan
27302,ford,2019,clean vehicle,18969,michigan
27202,ford,2019,clean vehicle,24730,michigan
26311,ford,2019,clean vehicle,15847,michigan
26602,ford,2019,clean vehicle,25009,michigan
33500,bmw,2017,clean vehicle,22115,wisconsin
27511,ford,2019,clean vehicle,11836,michigan
21500,buick,2017,clean vehicle,23765,wisconsin
27200,ford,2019,clean vehicle,25508,michigan
26511,ford,2019,clean vehicle,18196,michigan
24002,ford,2019,clean vehicle,16106,michigan
21500,buick,2017,clean vehicle,14907,wisconsin
18511,ford,2019,clean vehicle,12735,michigan
14000,kia,2017,clean vehicle,53424,connecticut
29000,buick,2017,clean vehicle,17940,illinois
23402,ford,2019,clean vehicle,17417,michigan
13300,kia,2017,clean vehicle,37125,connecticut
19700,bmw,2017,clean vehicle,61428,wisconsin
23211,ford,2019,clean vehicle,17025,michigan
15500,kia,2017,clean vehicle,37668,connecticut
18111,ford,2019,clean vehicle,15805,michigan
21500,kia,2017,clean vehicle,43761,connecticut
25511,ford,2019,clean vehicle,11342,michigan
17700,chevrolet,2017,clean vehicle,35664,wisconsin
28000,chevrolet,2017,clean vehicle,12780,illinois
14000,chevrolet,2017,clean vehicle,38458,wisconsin
21700,chevrolet,2017,clean vehicle,34420,wisconsin
13500,chevrolet,2017,clean vehicle,46497,wisconsin
35500,chevrolet,2017,clean vehicle,21268,wisconsin
29500,chevrolet,2017,clean vehicle,31029,wisconsin
25300,chevrolet,2017,clean vehicle,40878,wisconsin
21500,chevrolet,2016,clean vehicle,20270,new jersey
25900,chevrolet,2016,clean vehicle,32984,wisconsin
35300,chevrolet,2016,clean vehicle,75506,wisconsin
13500,chevrolet,2016,clean vehicle,39951,wisconsin
62000,chevrolet,2016,clean vehicle,19403,illinois
46000,chevrolet,2016,clean vehicle,4445,illinois
9000,chevrolet,2016,clean vehicle,67527,wisconsin
25900,chevrolet,2016,clean vehicle,33588,wisconsin
25800,chevrolet,2016,clean vehicle,10103,wisconsin
17000,chevrolet,2016,clean vehicle,26474,wisconsin
12800,chevrolet,2016,clean vehicle,40253,wisconsin
47400,chevrolet,2016,clean vehicle,39624,wisconsin
24400,chevrolet,2016,clean vehicle,48705,wisconsin
17100,chevrolet,2016,clean vehicle,19659,wisconsin
7400,chevrolet,2015,clean vehicle,91299,wisconsin
33100,chevrolet,2015,clean vehicle,81614,wisconsin
22000,chevrolet,2020,clean vehicle,179,california
35000,chevrolet,2019,clean vehicle,5523,california
16500,chevrolet,2019,clean vehicle,29841,california
35300,chevrolet,2019,clean vehicle,8516,california
26900,chevrolet,2018,clean vehicle,42941,missouri
11600,chevrolet,2017,clean vehicle,27498,california
28100,chevrolet,2017,clean vehicle,31141,california
27700,chevrolet,2017,clean vehicle,20784,california
17700,chevrolet,2017,clean vehicle,52667,california
16600,chevrolet,2017,clean vehicle,26003,california
63200,chevrolet,2016,clean vehicle,4266,california
36800,chevrolet,2015,clean vehicle,32332,california
19500,chevrolet,2018,clean vehicle,44333,texas
38800,chevrolet,2019,clean vehicle,36198,oklahoma
37500,chevrolet,2019,clean vehicle,33331,oklahoma
35000,chevrolet,2019,clean vehicle,43082,oklahoma
31100,chevrolet,2019,clean vehicle,24561,oklahoma
22600,chevrolet,2019,clean vehicle,13485,oklahoma
22400,chevrolet,2019,clean vehicle,15524,oklahoma
22700,chevrolet,2019,clean vehicle,8996,oklahoma
13700,chevrolet,2019,clean vehicle,47282,oklahoma
37100,chevrolet,2019,clean vehicle,34470,oklahoma
18500,chevrolet,2018,clean vehicle,87264,oregon
18300,chevrolet,2017,clean vehicle,114344,oregon
19000,chevrolet,2017,clean vehicle,111635,oregon
18500,chevrolet,2017,clean vehicle,103955,oregon
22500,chevrolet,2016,clean vehicle,66640,oregon
14500,chevrolet,2014,clean vehicle,122018,oregon
32800,chevrolet,2018,clean vehicle,46915,oklahoma
12300,chevrolet,2018,clean vehicle,53599,oklahoma
19600,chevrolet,2018,clean vehicle,41672,oklahoma
13600,chevrolet,2018,clean vehicle,36047,oklahoma
7200,chevrolet,2018,clean vehicle,42561,oklahoma
19900,chevrolet,2018,clean vehicle,40345,oklahoma
13000,chevrolet,2018,clean vehicle,41751,oklahoma
19700,chevrolet,2016,clean vehicle,27593,oklahoma
9400,chevrolet,2017,clean vehicle,24009,oklahoma
23800,chevrolet,2017,clean vehicle,85697,oklahoma
17700,chevrolet,2019,clean vehicle,25223,new york
17000,chevrolet,2015,clean vehicle,27927,oklahoma
14000,chevrolet,2014,clean vehicle,135127,florida
32100,chevrolet,2018,clean vehicle,55532,pennsylvania
33100,chevrolet,2019,clean vehicle,72172,pennsylvania
31600,chevrolet,2018,clean vehicle,57751,pennsylvania
5100,chevrolet,2013,clean vehicle,96314,pennsylvania
4100,chevrolet,2013,clean vehicle,89152,pennsylvania
7200,chevrolet,2014,clean vehicle,114660,texas
12800,chevrolet,2014,clean vehicle,177322,texas
46800,chevrolet,2019,clean vehicle,36423,nebraska
21800,chevrolet,2019,clean vehicle,23759,missouri
3000,chevrolet,2013,clean vehicle,120667,texas
22500,chevrolet,2017,clean vehicle,65344,indiana
35300,chevrolet,2018,clean vehicle,51347,missouri
16500,chevrolet,2017,clean vehicle,52322,oklahoma
33000,chevrolet,2017,clean vehicle,67620,missouri
31500,chevrolet,2017,clean vehicle,59965,missouri
34500,chevrolet,2017,clean vehicle,28739,missouri
8000,chevrolet,2016,clean vehicle,77429,west virginia
25000,chevrolet,2017,clean vehicle,20847,west virginia
10700,chevrolet,2016,clean vehicle,44280,west virginia
13400,chevrolet,2016,clean vehicle,86031,west virginia
16500,chevrolet,2019,clean vehicle,7622,west virginia
34000,chevrolet,2019,clean vehicle,8067,west virginia
14100,chevrolet,2018,clean vehicle,16502,west virginia
38600,chevrolet,2019,clean vehicle,20681,west virginia
9100,chevrolet,2016,clean vehicle,54655,missouri
8600,chevrolet,2016,clean vehicle,57825,missouri
22000,chevrolet,2016,clean vehicle,58856,oklahoma
8900,chevrolet,2015,clean vehicle,85072,west virginia
15500,chevrolet,2015,clean vehicle,79506,west virginia
3300,chevrolet,2015,clean vehicle,85301,west virginia
29000,chevrolet,2015,clean vehicle,69377,missouri
17300,chevrolet,2020,clean vehicle,15577,nevada
30500,chevrolet,2020,clean vehicle,23470,nevada
25000,chevrolet,2020,clean vehicle,18715,nevada
2800,chevrolet,2012,clean vehicle,61258,illinois
3300,chevrolet,2012,clean vehicle,131791,illinois
36400,chevrolet,2019,clean vehicle,35705,nevada
34800,chevrolet,2019,clean vehicle,48982,nevada
20700,chevrolet,2019,clean vehicle,33745,nevada
32200,chevrolet,2019,clean vehicle,42267,nevada
35300,chevrolet,2019,clean vehicle,46863,nevada
33500,chevrolet,2019,clean vehicle,36443,nevada
13700,chevrolet,2019,clean vehicle,14939,nevada
15900,chevrolet,2019,clean vehicle,22026,nevada
33200,chevrolet,2019,clean vehicle,38278,nevada
35500,chevrolet,2019,clean vehicle,46149,nevada
29800,chevrolet,2018,clean vehicle,48427,nevada
29800,chevrolet,2018,clean vehicle,48807,nevada
29500,chevrolet,2018,clean vehicle,52618,nevada
30300,chevrolet,2018,clean vehicle,46494,nevada
24300,chevrolet,2018,clean vehicle,56296,new york
29800,chevrolet,2017,clean vehicle,33909,nevada
29800,chevrolet,2017,clean vehicle,33028,nevada
27500,chevrolet,2016,clean vehicle,44653,nevada
10800,chevrolet,2017,clean vehicle,80516,new jersey
11500,chevrolet,2017,clean vehicle,105151,new jersey
10400,chevrolet,2017,clean vehicle,78368,new jersey
11400,chevrolet,2018,clean vehicle,78956,florida
11400,chevrolet,2018,clean vehicle,88564,florida
8000,chevrolet,2015,clean vehicle,78800,nevada
3000,chevrolet,2012,clean vehicle,111856,california
25000,chevrolet,2015,clean vehicle,80946,nevada
12300,chevrolet,2017,clean vehicle,83168,new york
14100,chevrolet,2017,clean vehicle,58606,new york
9000,chevrolet,2014,clean vehicle,82020,nevada
4200,chevrolet,2014,clean vehicle,102500,nevada
22500,chevrolet,2019,clean vehicle,8150,texas
22600,chevrolet,2019,clean vehicle,6159,texas
22600,chevrolet,2019,clean vehicle,5938,texas
22500,chevrolet,2019,clean vehicle,9019,texas
10200,chevrolet,2018,clean vehicle,45836,texas
42700,chevrolet,2016,clean vehicle,60215,texas
21200,chevrolet,2015,clean vehicle,125507,texas
22700,chevrolet,2016,clean vehicle,90944,texas
22000,chevrolet,2015,clean vehicle,82785,texas
9600,chevrolet,2014,clean vehicle,150525,texas
10500,chevrolet,2013,clean vehicle,112267,texas
6700,chevrolet,2013,clean vehicle,139394,texas
14200,chevrolet,2013,clean vehicle,82543,texas
15500,chevrolet,2019,clean vehicle,13532,florida
35100,chevrolet,2018,clean vehicle,14751,kansas
26300,chevrolet,2018,clean vehicle,11150,kansas
15700,chevrolet,2016,clean vehicle,91248,new jersey
17600,chevrolet,2016,clean vehicle,65336,new jersey
18600,chevrolet,2016,clean vehicle,48974,new jersey
19100,chevrolet,2016,clean vehicle,40011,new jersey
15200,chevrolet,2019,clean vehicle,37444,north carolina
16100,chevrolet,2019,clean vehicle,43199,north carolina
14800,chevrolet,2019,clean vehicle,43589,north carolina
16700,chevrolet,2019,clean vehicle,32870,north carolina
15300,chevrolet,2019,clean vehicle,38826,north carolina
16500,chevrolet,2019,clean vehicle,33739,north carolina
19600,chevrolet,2019,clean vehicle,35309,north carolina
15200,chevrolet,2019,clean vehicle,32248,north carolina
15000,chevrolet,2019,clean vehicle,36165,north carolina
15500,chevrolet,2019,clean vehicle,29922,north carolina
15700,chevrolet,2019,clean vehicle,26848,north carolina
14800,chevrolet,2019,clean vehicle,41163,north carolina
9200,chevrolet,2017,clean vehicle,32856,north carolina
8200,chevrolet,2017,clean vehicle,100315,north carolina
11400,chevrolet,2013,clean vehicle,91638,new jersey
6500,chevrolet,2015,clean vehicle,83173,north carolina
11500,chevrolet,2014,clean vehicle,94356,north carolina
23800,chevrolet,2015,clean vehicle,85792,florida
8900,chevrolet,2014,clean vehicle,129068,florida
28300,chevrolet,2019,clean vehicle,27665,indiana
27300,chevrolet,2019,clean vehicle,25427,indiana
3500,chevrolet,2013,clean vehicle,78198,new jersey
28300,chevrolet,2020,clean vehicle,13886,indiana
18300,chevrolet,2019,clean vehicle,34538,indiana
22500,dodge,2018,clean vehicle,20575,wisconsin
22500,dodge,2018,clean vehicle,26026,wisconsin
8300,dodge,2012,clean vehicle,99015,wisconsin
16500,dodge,2019,clean vehicle,27327,nebraska
14500,dodge,2019,clean vehicle,30229,nebraska
30000,dodge,2019,clean vehicle,43294,ontario
30000,dodge,2019,clean vehicle,54309,ontario
30000,dodge,2019,clean vehicle,52822,ontario
30000,dodge,2019,clean vehicle,45554,ontario
30000,dodge,2019,clean vehicle,37538,ontario
29500,dodge,2019,clean vehicle,35153,ontario
21600,dodge,2019,clean vehicle,23783,washington
22600,dodge,2019,clean vehicle,30759,washington
16300,dodge,2019,clean vehicle,38922,washington
8600,dodge,2012,clean vehicle,165836,washington
28800,dodge,2019,clean vehicle,19235,texas
22100,dodge,2019,clean vehicle,9445,texas
14300,dodge,2018,clean vehicle,19164,north carolina
13700,dodge,2018,clean vehicle,54106,north carolina
29500,dodge,2017,clean vehicle,32051,arizona
18500,dodge,2017,clean vehicle,14870,texas
19000,dodge,2016,clean vehicle,32294,colorado
43400,dodge,2015,clean vehicle,7250,arizona
46000,dodge,2015,clean vehicle,10145,arizona
12500,dodge,2018,clean vehicle,59924,texas
13900,dodge,2017,clean vehicle,21304,florida
13000,dodge,2018,clean vehicle,52079,california
13000,dodge,2018,clean vehicle,54960,california
3000,dodge,2013,clean vehicle,80099,texas
17500,dodge,2019,clean vehicle,23987,florida
7900,dodge,2017,clean vehicle,84144,california
8900,dodge,2014,clean vehicle,85639,florida
11500,dodge,2018,clean vehicle,50193,pennsylvania
6500,dodge,2017,clean vehicle,74392,pennsylvania
8000,dodge,2017,clean vehicle,76117,pennsylvania
18700,dodge,2018,clean vehicle,36358,new jersey
8350,dodge,2017,clean vehicle,90685,florida
27900,dodge,2017,clean vehicle,54141,florida
14500,dodge,2016,clean vehicle,82240,pennsylvania
6200,dodge,2016,clean vehicle,66167,pennsylvania
7500,dodge,2012,clean vehicle,144220,pennsylvania
20200,dodge,2019,clean vehicle,24722,illinois
29300,dodge,2019,clean vehicle,41198,illinois
31000,dodge,2019,clean vehicle,26353,illinois
32400,dodge,2019,clean vehicle,28280,illinois
5800,dodge,2012,clean vehicle,130120,minnesota
21500,dodge,2019,clean vehicle,15340,texas
23100,dodge,2018,clean vehicle,12265,michigan
4500,dodge,2014,clean vehicle,94872,texas
24800,dodge,2018,clean vehicle,17946,michigan
23000,dodge,2018,clean vehicle,26996,michigan
26900,dodge,2019,clean vehicle,5775,wisconsin
21500,dodge,2018,clean vehicle,6748,wisconsin
15700,dodge,2018,clean vehicle,38128,wisconsin
15200,dodge,2018,clean vehicle,41636,wisconsin
23300,dodge,2018,clean vehicle,5359,wisconsin
6100,dodge,2015,clean vehicle,70296,minnesota
20000,dodge,2017,clean vehicle,11346,wisconsin
53000,dodge,2017,clean vehicle,7415,illinois
3000,dodge,2013,clean vehicle,107593,minnesota
18200,dodge,2016,clean vehicle,50639,new jersey
21800,dodge,2019,clean vehicle,6530,arizona
52000,dodge,2016,clean vehicle,17432,illinois
19000,dodge,2019,clean vehicle,19636,arizona
25000,dodge,2016,clean vehicle,41748,illinois
36000,dodge,2016,clean vehicle,13162,illinois
17000,dodge,2019,clean vehicle,32937,georgia
25300,dodge,2015,clean vehicle,23095,wisconsin
14900,dodge,2017,clean vehicle,34432,wisconsin
15000,dodge,2017,clean vehicle,48162,wisconsin
12995,dodge,2014,clean vehicle,68310,massachusetts
17750,dodge,2014,clean vehicle,48000,massachusetts
10295,dodge,2014,clean vehicle,105962,pennsylvania
16995,dodge,2014,clean vehicle,96575,connecticut
25000,dodge,2014,clean vehicle,13239,new york
23995,dodge,2014,clean vehicle,24934,rhode island
14900,dodge,2014,clean vehicle,46859,new jersey
15810,dodge,2014,clean vehicle,44468,new york
20227,dodge,2014,clean vehicle,62230,new york
20999,dodge,2014,clean vehicle,37082,new york
22499,dodge,2014,clean vehicle,23964,new jersey
23495,dodge,2014,clean vehicle,11204,new york
25250,dodge,2014,clean vehicle,7608,new york
15322,dodge,2014,clean vehicle,49982,new jersey
21232,dodge,2019,clean vehicle,4950,texas
5800,dodge,2013,clean vehicle,111628,wisconsin
29000,dodge,2012,clean vehicle,15927,illinois
17000,dodge,2018,clean vehicle,36299,new jersey
13800,dodge,2018,clean vehicle,28469,florida
30000,dodge,2019,clean vehicle,29086,missouri
14800,dodge,2017,clean vehicle,35991,florida
8500,dodge,2017,clean vehicle,62224,missouri
9800,dodge,2013,clean vehicle,86500,missouri
4200,dodge,2014,clean vehicle,144725,nevada
2500,dodge,2013,salvage insurance,163260,tennessee
28700,dodge,2018,clean vehicle,19636,california
18500,dodge,2018,clean vehicle,34272,california
17300,dodge,2018,clean vehicle,42909,california
7100,dodge,2016,clean vehicle,55749,louisiana
3250,dodge,2015,salvage insurance,89142,minnesota
30700,dodge,2017,clean vehicle,20328,california
3000,dodge,2012,clean vehicle,149332,missouri
26500,dodge,2019,clean vehicle,28551,california
20800,dodge,2019,clean vehicle,35098,california
20800,dodge,2019,clean vehicle,35365,california
5100,dodge,2015,clean vehicle,88398,california
18900,dodge,2019,clean vehicle,27957,california
24000,dodge,2019,clean vehicle,30161,california
38800,dodge,2015,clean vehicle,26292,california
24500,dodge,2019,clean vehicle,25780,california
24500,dodge,2019,clean vehicle,25032,california
6500,dodge,2016,clean vehicle,72248,new jersey
24000,dodge,2019,clean vehicle,30630,california
18000,dodge,2014,clean vehicle,86125,california
24000,dodge,2019,clean vehicle,30408,california
23500,dodge,2019,clean vehicle,35443,california
4500,dodge,2014,clean vehicle,95377,california
25900,dodge,2019,clean vehicle,32724,california
13900,dodge,2019,clean vehicle,45089,california
14200,dodge,2019,clean vehicle,35948,california
15400,dodge,2019,clean vehicle,41601,california
17500,dodge,2019,clean vehicle,26370,texas
17500,dodge,2019,clean vehicle,18271,texas
18000,dodge,2019,clean vehicle,9476,texas
25200,dodge,2012,clean vehicle,80899,new jersey
14100,dodge,2018,clean vehicle,57394,texas
13300,dodge,2018,clean vehicle,42190,california
16200,dodge,2019,clean vehicle,22591,oklahoma
13300,dodge,2018,clean vehicle,48681,california
13100,dodge,2018,clean vehicle,42621,california
15500,dodge,2017,clean vehicle,27761,california
4500,dodge,2013,salvage insurance,107768,california
28400,dodge,2019,clean vehicle,14355,colorado
17400,dodge,2019,clean vehicle,9467,colorado
6000,dodge,2014,clean vehicle,122837,florida
20700,dodge,2019,clean vehicle,18313,virginia
20300,dodge,2019,clean vehicle,19506,virginia
14000,dodge,2018,clean vehicle,14750,oklahoma
22000,dodge,2019,clean vehicle,11280,virginia
17200,dodge,2019,clean vehicle,13944,virginia
15000,dodge,2016,clean vehicle,26922,oklahoma
17500,dodge,2019,clean vehicle,12690,virginia
1300,dodge,2013,salvage insurance,239822,michigan
1750,dodge,2014,salvage insurance,74975,nevada
16300,dodge,2019,clean vehicle,28289,florida
15700,dodge,2019,clean vehicle,38041,florida
10000,dodge,2017,clean vehicle,52386,florida
23100,dodge,2019,clean vehicle,34391,florida
14900,dodge,2019,clean vehicle,39515,florida
16700,dodge,2019,clean vehicle,22074,virginia
16300,dodge,2019,clean vehicle,28782,florida
25800,dodge,2019,clean vehicle,30092,north carolina
23800,dodge,2019,clean vehicle,26443,north carolina
16800,dodge,2019,clean vehicle,28981,north carolina
15500,dodge,2019,clean vehicle,32865,north carolina
6000,dodge,2014,clean vehicle,117258,florida
26900,dodge,2019,clean vehicle,16397,arizona
16900,dodge,2019,clean vehicle,16176,arizona
19500,dodge,2019,clean vehicle,1091,arizona
15400,dodge,2019,clean vehicle,17472,arizona
2300,dodge,2012,clean vehicle,123882,texas
17000,dodge,2019,clean vehicle,10341,california
34000,dodge,2019,clean vehicle,19695,new jersey
13700,dodge,2017,clean vehicle,51041,pennsylvania
19100,dodge,2018,clean vehicle,22646,west virginia
11800,dodge,2018,clean vehicle,18138,west virginia
27500,dodge,2019,clean vehicle,23987,nevada
26900,dodge,2019,clean vehicle,17160,nevada
27100,dodge,2019,clean vehicle,26929,nevada
27200,dodge,2019,clean vehicle,25815,nevada
9000,dodge,2017,clean vehicle,81992,florida
22500,dodge,2019,clean vehicle,5000,south carolina
7700,dodge,2015,clean vehicle,62683,west virginia
4500,dodge,2013,clean vehicle,107224,florida
2200,dodge,2013,salvage insurance,184905,illinois
21500,dodge,2019,clean vehicle,35153,pennsylvania
18800,dodge,2019,clean vehicle,26474,pennsylvania
21800,dodge,2019,clean vehicle,30943,pennsylvania
20300,dodge,2019,clean vehicle,17154,pennsylvania
8200,dodge,2016,clean vehicle,79637,south carolina
19000,dodge,2019,clean vehicle,12123,pennsylvania
8400,dodge,2016,clean vehicle,107822,south carolina
19500,dodge,2019,clean vehicle,10221,pennsylvania
7000,dodge,2015,clean vehicle,95278,south carolina
19500,dodge,2019,clean vehicle,13457,pennsylvania
8500,dodge,2014,clean vehicle,69936,missouri
20500,dodge,2019,clean vehicle,13520,pennsylvania
4900,dodge,2014,clean vehicle,96922,south carolina
20800,dodge,2014,clean vehicle,72594,missouri
28500,dodge,2019,clean vehicle,17896,pennsylvania
21900,dodge,2019,clean vehicle,11088,pennsylvania
15800,dodge,2019,clean vehicle,29567,nevada
33000,dodge,2019,clean vehicle,15655,colorado
22700,dodge,2019,clean vehicle,26428,nevada
21900,dodge,2019,clean vehicle,29003,pennsylvania
19300,dodge,2019,clean vehicle,32229,pennsylvania
30700,dodge,2019,clean vehicle,26503,nevada
19300,dodge,2019,clean vehicle,15446,pennsylvania
13750,dodge,2014,clean vehicle,128556,california
16400,dodge,2019,clean vehicle,23369,nevada
19500,dodge,2019,clean vehicle,8767,pennsylvania
15100,dodge,2019,clean vehicle,48319,nevada
28500,dodge,2019,clean vehicle,15275,pennsylvania
15300,dodge,2019,clean vehicle,33826,nevada
20300,dodge,2019,clean vehicle,16679,pennsylvania
22000,dodge,2019,clean vehicle,26184,pennsylvania
16700,dodge,2019,clean vehicle,21203,nevada
19300,dodge,2019,clean vehicle,17870,pennsylvania
34100,dodge,2019,clean vehicle,17909,michigan
14600,dodge,2019,clean vehicle,41126,nevada
18200,dodge,2019,clean vehicle,14098,pennsylvania
33800,dodge,2019,clean vehicle,15003,michigan
15900,dodge,2019,clean vehicle,29105,nevada
16500,dodge,2019,clean vehicle,34794,pennsylvania
29600,dodge,2019,clean vehicle,20034,michigan
14100,dodge,2019,clean vehicle,46942,nevada
18200,dodge,2019,clean vehicle,14753,pennsylvania
18200,dodge,2019,clean vehicle,14359,pennsylvania
24300,dodge,2019,clean vehicle,34922,michigan
15400,dodge,2019,clean vehicle,20944,nevada
19000,dodge,2019,clean vehicle,9877,pennsylvania
19000,dodge,2019,clean vehicle,8949,pennsylvania
27800,dodge,2017,clean vehicle,13627,georgia
18200,dodge,2019,clean vehicle,18291,pennsylvania
15000,dodge,2018,clean vehicle,38029,pennsylvania
19200,dodge,2017,clean vehicle,32593,michigan
15500,dodge,2018,clean vehicle,37352,pennsylvania
24900,dodge,2017,clean vehicle,23030,michigan
15500,dodge,2018,clean vehicle,30671,pennsylvania
7600,dodge,2012,salvage insurance,79544,texas
18400,dodge,2017,clean vehicle,15027,michigan
14700,dodge,2018,clean vehicle,29115,florida
3900,dodge,2015,clean vehicle,93604,florida
5200,dodge,2015,clean vehicle,100203,florida
17200,dodge,2019,clean vehicle,35401,minnesota
18700,dodge,2019,clean vehicle,20279,minnesota
32000,dodge,2019,clean vehicle,26090,minnesota
14500,dodge,2015,clean vehicle,107924,michigan
19400,dodge,2019,clean vehicle,14906,minnesota
17300,dodge,2019,clean vehicle,34407,minnesota
16700,dodge,2019,clean vehicle,18049,minnesota
19100,dodge,2019,clean vehicle,18132,minnesota
11100,dodge,2013,clean vehicle,109176,illinois
32000,dodge,2019,clean vehicle,25456,minnesota
16900,dodge,2019,clean vehicle,38375,minnesota
18000,dodge,2017,clean vehicle,39792,massachusetts
17800,dodge,2019,clean vehicle,30403,minnesota
18000,dodge,2019,clean vehicle,28252,minnesota
17500,dodge,2019,clean vehicle,31904,minnesota
14500,dodge,2018,clean vehicle,24336,nevada
18500,dodge,2019,clean vehicle,23961,minnesota
18600,dodge,2019,clean vehicle,22919,minnesota
32000,dodge,2019,clean vehicle,22863,minnesota
17000,dodge,2019,clean vehicle,38817,minnesota
16000,dodge,2019,clean vehicle,48854,minnesota
18000,dodge,2019,clean vehicle,27288,minnesota
15900,dodge,2020,clean vehicle,5284,pennsylvania
6200,dodge,2016,clean vehicle,99988,alabama
3700,dodge,2013,clean vehicle,84109,alabama
24000,dodge,2012,clean vehicle,88539,mississippi
20800,dodge,2013,clean vehicle,33739,nevada
18500,dodge,2012,clean vehicle,101017,mississippi
18300,dodge,2019,clean vehicle,13906,pennsylvania
21000,dodge,2019,clean vehicle,20601,pennsylvania
1300,dodge,2013,salvage insurance,135561,tennessee
11900,dodge,2019,clean vehicle,23421,pennsylvania
950,dodge,2012,salvage insurance,145174,maryland
26800,dodge,2019,clean vehicle,21309,pennsylvania
800,dodge,2012,salvage insurance,217576,north carolina
21000,dodge,2019,clean vehicle,10350,pennsylvania
1900,dodge,2012,salvage insurance,157636,georgia
33500,dodge,2019,clean vehicle,8605,pennsylvania
900,dodge,2013,salvage insurance,139404,connecticut
21000,dodge,2019,clean vehicle,10170,pennsylvania
26800,dodge,2019,clean vehicle,22272,pennsylvania
5700,dodge,2016,clean vehicle,101906,texas
18500,dodge,2019,clean vehicle,27019,pennsylvania
33000,dodge,2019,clean vehicle,10930,pennsylvania
11000,dodge,2019,clean vehicle,73552,texas
15800,dodge,2019,clean vehicle,37107,pennsylvania
3600,dodge,2013,salvage insurance,124247,michigan
16300,dodge,2019,clean vehicle,36993,pennsylvania
2700,dodge,2015,clean vehicle,67133,texas
12800,dodge,2019,clean vehicle,33580,pennsylvania
9700,dodge,2015,clean vehicle,94140,texas
18300,dodge,2019,clean vehicle,10447,pennsylvania
16000,dodge,2019,clean vehicle,10229,illinois
21000,dodge,2019,clean vehicle,6269,pennsylvania
3700,dodge,2014,clean vehicle,98699,texas
33000,dodge,2019,clean vehicle,10631,illinois
14700,dodge,2019,clean vehicle,44381,pennsylvania
33000,dodge,2019,clean vehicle,13960,illinois
15900,dodge,2019,clean vehicle,14051,pennsylvania
33000,dodge,2019,clean vehicle,20800,illinois
33000,dodge,2019,clean vehicle,8873,illinois
32500,dodge,2019,clean vehicle,15502,illinois
33000,dodge,2019,clean vehicle,9669,illinois
13000,dodge,2018,clean vehicle,50873,virginia
33000,dodge,2019,clean vehicle,14117,illinois
16500,dodge,2019,clean vehicle,46820,illinois
33000,dodge,2019,clean vehicle,7247,illinois
34500,dodge,2017,clean vehicle,40991,north carolina
33500,dodge,2019,clean vehicle,9023,illinois
48000,dodge,2018,clean vehicle,8047,pennsylvania
54500,dodge,2019,clean vehicle,3966,illinois
13200,dodge,2018,clean vehicle,41014,pennsylvania
31500,dodge,2018,clean vehicle,20907,illinois
17400,dodge,2017,clean vehicle,89795,illinois
26000,dodge,2017,clean vehicle,57158,illinois
1700,dodge,2013,salvage insurance,126718,texas
11000,dodge,2013,clean vehicle,83976,illinois
21000,dodge,2018,clean vehicle,12554,texas
5500,dodge,2015,clean vehicle,60707,texas
7500,dodge,2014,clean vehicle,40110,texas
15800,dodge,2019,clean vehicle,28038,michigan
16900,dodge,2019,clean vehicle,26643,michigan
25000,dodge,2019,clean vehicle,36127,michigan
18000,dodge,2019,salvage insurance,19983,massachusetts
15600,dodge,2019,clean vehicle,29926,michigan
23800,dodge,2019,clean vehicle,36750,north carolina
16800,dodge,2019,clean vehicle,27312,michigan
22700,dodge,2019,clean vehicle,49575,north carolina
23300,dodge,2019,clean vehicle,30279,north carolina
