price,brand,year,title_status,mileage,state
23500,dodge,2019,clean vehicle,25825,north carolina
25500,dodge,2019,clean vehicle,32474,north carolina
21800,dodge,2019,clean vehicle,30585,north carolina
22800,dodge,2019,clean vehicle,36203,north carolina
18200,dodge,2019,clean vehicle,29602,michigan
23500,dodge,2019,clean vehicle,28689,north carolina
25700,dodge,2019,clean vehicle,31447,north carolina
15700,dodge,2019,clean vehicle,39148,north carolina
17500,dodge,2018,clean vehicle,33495,michigan
15700,dodge,2019,clean vehicle,35274,north carolina
16500,dodge,2018,clean vehicle,48745,indiana
16100,dodge,2019,clean vehicle,31297,north carolina
15600,dodge,2019,clean vehicle,38745,north carolina
15400,dodge,2019,clean vehicle,37704,north carolina
28200,dodge,2017,clean vehicle,27060,michigan
15300,dodge,2019,clean vehicle,40002,north carolina
15900,dodge,2019,clean vehicle,34930,north carolina
17700,dodge,2016,clean vehicle,22863,indiana
15800,dodge,2019,clean vehicle,36876,north carolina
15900,dodge,2019,clean vehicle,34264,north carolina
25300,dodge,2019,clean vehicle,17515,new mexico
16300,dodge,2019,clean vehicle,27071,north carolina
29500,dodge,2019,clean vehicle,14656,new mexico
14500,dodge,2019,clean vehicle,35652,north carolina
15400,dodge,2019,clean vehicle,30055,north carolina
15400,dodge,2019,clean vehicle,43088,north carolina
15100,dodge,2019,clean vehicle,33641,north carolina
15000,dodge,2019,clean vehicle,34797,north carolina
15500,dodge,2019,clean vehicle,43943,north carolina
15000,dodge,2019,clean vehicle,35744,north carolina
15200,dodge,2019,clean vehicle,31542,north carolina
15700,dodge,2019,clean vehicle,26899,north carolina
16100,dodge,2019,clean vehicle,29985,north carolina
16300,dodge,2018,clean vehicle,37009,texas
16000,dodge,2019,clean vehicle,30731,north carolina
16900,dodge,2019,clean vehicle,30062,north carolina
17000,dodge,2019,clean vehicle,28295,north carolina
17300,dodge,2019,clean vehicle,25534,north carolina
15900,dodge,2019,clean vehicle,29716,north carolina
15700,dodge,2019,clean vehicle,34294,north carolina
16900,dodge,2019,clean vehicle,27643,north carolina
15500,dodge,2019,clean vehicle,35516,north carolina
15100,dodge,2019,clean vehicle,40674,north carolina
15500,dodge,2019,clean vehicle,32494,north carolina
15400,dodge,2019,clean vehicle,35047,north carolina
16500,dodge,2019,clean vehicle,32898,north carolina
42500,dodge,2015,clean vehicle,13740,texas
16600,dodge,2019,clean vehicle,23132,north carolina
15200,dodge,2019,clean vehicle,37174,north carolina
15800,dodge,2019,clean vehicle,34023,north carolina
16900,dodge,2019,clean vehicle,30021,north carolina
11100,dodge,2017,clean vehicle,51469,north carolina
15600,dodge,2019,clean vehicle,31237,north carolina
16900,dodge,2019,clean vehicle,30186,north carolina
15300,dodge,2019,clean vehicle,41956,north carolina
16600,dodge,2019,clean vehicle,30727,north carolina
21800,dodge,2017,clean vehicle,38956,pennsylvania
36500,dodge,2018,clean vehicle,22036,virginia
26300,dodge,2019,clean vehicle,26462,georgia
20900,dodge,2019,clean vehicle,23143,georgia
20100,dodge,2019,clean vehicle,17340,georgia
26700,dodge,2019,clean vehicle,29749,georgia
23900,dodge,2019,clean vehicle,35248,georgia
14500,dodge,2018,clean vehicle,40417,florida
23000,dodge,2017,clean vehicle,30309,virginia
15000,dodge,2018,clean vehicle,42303,north carolina
15000,dodge,2018,clean vehicle,35326,north carolina
28500,ford,2017,clean vehicle,92100,texas
28000,ford,2017,clean vehicle,99375,texas
9000,ford,2017,clean vehicle,72418,texas
28700,ford,2015,clean vehicle,29733,connecticut
25000,ford,2017,clean vehicle,119439,texas
17347,ford,2015,clean vehicle,54396,massachusetts
13800,ford,2016,clean vehicle,91606,texas
25888,ford,2015,clean vehicle,2807,new jersey
8500,ford,2017,clean vehicle,78739,tennessee
21289,ford,2015,clean vehicle,71955,new york
17999,ford,2015,clean vehicle,48472,new jersey
2700,ford,2012,clean vehicle,98470,texas
30977,ford,2015,clean vehicle,28937,pennsylvania
13799,ford,2015,clean vehicle,83693,new jersey
20500,ford,2014,clean vehicle,90888,arizona
8500,ford,2012,clean vehicle,216942,texas
9900,ford,2015,clean vehicle,205796,florida
65500,ford,2019,clean vehicle,6500,indiana
24500,ford,2018,clean vehicle,39943,florida
32500,ford,2020,clean vehicle,5920,missouri
9200,ford,2018,clean vehicle,71478,pennsylvania
17700,ford,2017,clean vehicle,119520,pennsylvania
18300,ford,2020,clean vehicle,10882,california
43500,ford,2019,clean vehicle,29010,illinois
15200,ford,2016,clean vehicle,69003,pennsylvania
36200,ford,2019,clean vehicle,16207,illinois
21900,ford,2018,clean vehicle,29748,new jersey
20700,ford,2019,clean vehicle,25582,california
12300,ford,2019,clean vehicle,24520,california
4200,ford,2016,clean vehicle,104383,pennsylvania
19500,ford,2019,clean vehicle,34164,california
14300,ford,2020,clean vehicle,6975,california
13700,ford,2016,clean vehicle,67150,pennsylvania
13200,ford,2015,clean vehicle,100820,pennsylvania
6200,ford,2014,clean vehicle,142286,pennsylvania
6500,ford,2015,clean vehicle,60015,pennsylvania
1500,ford,2013,clean vehicle,126381,pennsylvania
2200,ford,2013,clean vehicle,128753,pennsylvania
4200,ford,2013,clean vehicle,0,pennsylvania
8700,ford,2013,clean vehicle,64598,pennsylvania
3200,ford,2012,clean vehicle,111532,pennsylvania
9000,ford,2012,clean vehicle,149346,pennsylvania
20000,ford,2018,clean vehicle,43567,illinois
33000,ford,2017,clean vehicle,36004,texas
23300,ford,2019,clean vehicle,10935,south carolina
8750,ford,2017,clean vehicle,150484,illinois
11975,ford,2012,clean vehicle,122014,texas
23600,ford,2019,clean vehicle,19363,south carolina
12000,ford,2016,clean vehicle,42902,texas
30900,ford,2018,clean vehicle,401,indiana
23900,ford,2019,clean vehicle,11077,south carolina
40400,ford,2018,clean vehicle,34100,indiana
38000,ford,2019,clean vehicle,30018,minnesota
27000,ford,2019,clean vehicle,18279,illinois
24000,ford,2019,clean vehicle,7373,south carolina
30000,ford,2019,clean vehicle,2590,wisconsin
16200,ford,2019,clean vehicle,41662,south carolina
30000,ford,2019,clean vehicle,15019,wisconsin
23900,ford,2019,clean vehicle,9420,south carolina
13800,ford,2018,clean vehicle,41864,missouri
23700,ford,2019,clean vehicle,16829,south carolina
24300,ford,2018,clean vehicle,6290,illinois
54900,ford,2019,clean vehicle,14393,nevada
22500,ford,2018,clean vehicle,14599,wisconsin
39000,ford,2018,clean vehicle,25839,illinois
13900,ford,2018,clean vehicle,60715,wisconsin
24700,ford,2018,clean vehicle,23350,illinois
20100,ford,2018,clean vehicle,62386,california
22000,ford,2018,clean vehicle,6248,illinois
38200,ford,2019,clean vehicle,878,florida
24400,ford,2018,clean vehicle,49710,california
35000,ford,2018,clean vehicle,2042,illinois
18600,ford,2019,clean vehicle,7742,florida
22700,ford,2018,clean vehicle,39733,california
38000,ford,2018,clean vehicle,33701,illinois
17000,ford,2014,clean vehicle,67542,illinois
17500,ford,2017,clean vehicle,35095,wisconsin
23200,ford,2019,clean vehicle,8652,michigan
30700,ford,2017,clean vehicle,51107,wisconsin
23500,ford,2019,clean vehicle,14987,michigan
26400,ford,2017,clean vehicle,28252,wisconsin
23500,ford,2019,clean vehicle,16009,michigan
38000,ford,2017,clean vehicle,47866,wisconsin
23600,ford,2019,clean vehicle,11004,michigan
19300,ford,2017,clean vehicle,42895,wisconsin
23200,ford,2019,clean vehicle,9490,michigan
13800,ford,2017,clean vehicle,39027,wisconsin
23600,ford,2019,clean vehicle,13466,michigan
23200,ford,2019,clean vehicle,8737,michigan
40000,ford,2017,clean vehicle,23960,wisconsin
23400,ford,2019,clean vehicle,5562,michigan
23600,ford,2019,clean vehicle,13763,michigan
23000,ford,2019,clean vehicle,10444,michigan
25500,ford,2017,clean vehicle,41696,wisconsin
23500,ford,2019,clean vehicle,15787,michigan
29900,ford,2017,clean vehicle,9167,wisconsin
23200,ford,2019,clean vehicle,17541,michigan
50500,ford,2017,clean vehicle,24686,wisconsin
23400,ford,2019,clean vehicle,15210,michigan
24500,ford,2017,clean vehicle,54601,wisconsin
49000,ford,2017,clean vehicle,2205,illinois
25400,ford,2017,clean vehicle,35691,wisconsin
23000,ford,2017,clean vehicle,32788,illinois
6000,ford,2012,clean vehicle,180471,minnesota
22400,ford,2016,clean vehicle,42925,wisconsin
22500,ford,2016,clean vehicle,37385,wisconsin
25200,ford,2019,clean vehicle,15415,virginia
36000,ford,2016,clean vehicle,20047,wisconsin
26700,ford,2019,clean vehicle,16884,virginia
30500,ford,2016,clean vehicle,57936,wisconsin
26700,ford,2019,clean vehicle,15244,virginia
25000,ford,2019,clean vehicle,19842,virginia
35200,ford,2016,clean vehicle,38830,wisconsin
30300,ford,2019,clean vehicle,31899,tennessee
25000,ford,2016,clean vehicle,69305,illinois
26500,ford,2016,clean vehicle,46098,wisconsin
21600,ford,2019,clean vehicle,29457,virginia
18800,ford,2016,clean vehicle,30765,wisconsin
21500,ford,2019,clean vehicle,29096,virginia
9000,ford,2016,clean vehicle,40437,new jersey
16700,ford,2015,clean vehicle,69004,wisconsin
16800,ford,2015,clean vehicle,65179,wisconsin
15700,ford,2015,clean vehicle,75862,wisconsin
16800,ford,2015,clean vehicle,68319,wisconsin
19500,ford,2015,clean vehicle,80354,wisconsin
20500,ford,2015,clean vehicle,51441,wisconsin
17400,ford,2015,clean vehicle,70954,wisconsin
17500,ford,2014,clean vehicle,92500,wisconsin
26000,ford,2014,clean vehicle,66367,illinois
56700,ford,2019,clean vehicle,13884,kentucky
5000,ford,2013,clean vehicle,202565,wisconsin
40200,ford,2019,clean vehicle,26484,kentucky
54000,ford,2013,clean vehicle,703,illinois
65200,ford,2019,clean vehicle,18138,kentucky
32500,ford,2017,clean vehicle,28007,minnesota
25500,ford,2019,clean vehicle,11251,illinois
63000,ford,2019,clean vehicle,11640,illinois
44000,ford,2019,clean vehicle,10763,illinois
70000,ford,2019,clean vehicle,9643,illinois
56200,ford,2019,clean vehicle,33930,kentucky
35000,ford,2019,clean vehicle,26451,wisconsin
57700,ford,2019,clean vehicle,21101,kentucky
74000,ford,2019,clean vehicle,10536,illinois
60200,ford,2019,clean vehicle,31744,kentucky
60000,ford,2018,clean vehicle,18062,illinois
63000,ford,2018,clean vehicle,17942,illinois
22500,ford,2014,clean vehicle,43646,wisconsin
8300,ford,2014,clean vehicle,71989,wisconsin
8300,ford,2012,clean vehicle,138328,wisconsin
21000,ford,2013,clean vehicle,95386,wisconsin
19300,ford,2019,clean vehicle,23740,mississippi
16400,ford,2019,clean vehicle,36064,alabama
27300,ford,2019,clean vehicle,18805,mississippi
26400,ford,2012,clean vehicle,151035,wisconsin
35100,ford,2019,clean vehicle,10099,mississippi
41500,ford,2018,clean vehicle,9800,new jersey
34100,ford,2019,clean vehicle,10483,mississippi
28600,ford,2019,clean vehicle,17544,california
34100,ford,2019,clean vehicle,10167,mississippi
28700,ford,2019,clean vehicle,11457,california
24700,ford,2019,clean vehicle,26590,california
46500,ford,2019,clean vehicle,35346,california
29000,ford,2019,clean vehicle,12953,california
25500,ford,2019,clean vehicle,26693,california
39500,ford,2019,clean vehicle,25071,california
33100,ford,2019,clean vehicle,33538,california
30500,ford,2019,clean vehicle,9915,california
3600,ford,2018,clean vehicle,1,arizona
16800,ford,2019,clean vehicle,9910,california
24000,ford,2019,clean vehicle,16765,texas
58500,ford,2019,clean vehicle,4970,california
55000,ford,2017,clean vehicle,43964,texas
28800,ford,2019,clean vehicle,40785,california
26800,ford,2015,clean vehicle,108998,new jersey
36000,ford,2018,clean vehicle,58576,wisconsin
20000,ford,2018,clean vehicle,55475,wisconsin
46700,ford,2019,clean vehicle,35929,alabama
42800,ford,2019,clean vehicle,21669,alabama
21800,ford,2018,clean vehicle,16079,california
18800,ford,2018,clean vehicle,41147,california
18800,ford,2018,clean vehicle,45798,california
30200,ford,2018,clean vehicle,21703,california
27500,ford,2018,clean vehicle,22284,california
37500,ford,2018,clean vehicle,24567,california
19100,ford,2018,clean vehicle,30594,california
17100,ford,2018,clean vehicle,52747,california
13500,ford,2018,clean vehicle,21592,florida
54500,ford,2018,clean vehicle,19853,california
9000,ford,2018,clean vehicle,25201,florida
16400,ford,2020,clean vehicle,10351,pennsylvania
17000,ford,2020,clean vehicle,1117,pennsylvania
24800,ford,2017,clean vehicle,37279,california
26800,ford,2017,clean vehicle,30113,california
19400,ford,2017,clean vehicle,27570,california
20000,ford,2017,clean vehicle,45188,california
7000,ford,2012,clean vehicle,149712,texas
25100,ford,2017,clean vehicle,25030,california
2000,ford,2013,salvage insurance,105743,oklahoma
18200,ford,2020,clean vehicle,9861,pennsylvania
14200,ford,2018,clean vehicle,1751,illinois
56500,ford,2017,clean vehicle,30629,california
2000,ford,2016,salvage insurance,52883,oklahoma
26500,ford,2020,clean vehicle,122,pennsylvania
34300,ford,2019,clean vehicle,28534,florida
43500,ford,2017,clean vehicle,80699,california
3500,ford,2016,salvage insurance,72851,oklahoma
37200,ford,2019,clean vehicle,24078,florida
12800,ford,2017,clean vehicle,38639,california
15000,ford,2013,salvage insurance,146807,texas
12500,ford,2017,clean vehicle,31871,california
21500,ford,2017,clean vehicle,76876,california
17300,ford,2019,clean vehicle,28070,north carolina
27000,ford,2017,clean vehicle,3189,california
31800,ford,2017,clean vehicle,28359,florida
13000,ford,2017,clean vehicle,42890,california
31800,ford,2017,clean vehicle,29328,florida
46300,ford,2016,clean vehicle,47531,california
6000,ford,2015,clean vehicle,57345,missouri
22800,ford,2016,clean vehicle,67546,california
45000,ford,2019,clean vehicle,18153,pennsylvania
49500,ford,2019,clean vehicle,17689,pennsylvania
3000,ford,2012,clean vehicle,137171,missouri
20000,ford,2015,clean vehicle,63445,california
25300,ford,2019,clean vehicle,26422,pennsylvania
4000,ford,2015,salvage insurance,149319,south carolina
45500,ford,2019,clean vehicle,18767,pennsylvania
9100,ford,2018,clean vehicle,38289,minnesota
48000,ford,2019,clean vehicle,22960,pennsylvania
47000,ford,2019,clean vehicle,17263,pennsylvania
49500,ford,2019,clean vehicle,16981,pennsylvania
31200,ford,2019,clean vehicle,13058,pennsylvania
18500,ford,2014,clean vehicle,45887,california
15500,ford,2019,clean vehicle,21740,pennsylvania
30500,ford,2019,clean vehicle,17707,pennsylvania
45500,ford,2019,clean vehicle,19121,pennsylvania
31500,ford,2019,clean vehicle,18856,pennsylvania
11000,ford,2013,clean vehicle,84752,new jersey
46500,ford,2019,clean vehicle,19555,pennsylvania
31500,ford,2019,clean vehicle,16340,pennsylvania
32000,ford,2018,clean vehicle,17242,ohio
23900,ford,2019,clean vehicle,28733,pennsylvania
31500,ford,2019,clean vehicle,16019,pennsylvania
18500,ford,2016,clean vehicle,75580,ohio
1500,ford,2013,salvage insurance,113444,georgia
46000,ford,2019,clean vehicle,19227,pennsylvania
31500,ford,2019,clean vehicle,13633,pennsylvania
14700,ford,2015,clean vehicle,37739,new jersey
2700,ford,2013,salvage insurance,103541,michigan
47500,ford,2019,clean vehicle,24072,pennsylvania
31500,ford,2019,clean vehicle,17657,pennsylvania
8900,ford,2014,clean vehicle,77392,new jersey
7000,ford,2019,salvage insurance,11930,michigan
49000,ford,2019,clean vehicle,19731,pennsylvania
31500,ford,2019,clean vehicle,15581,pennsylvania
8900,ford,2014,clean vehicle,70181,new jersey
48000,ford,2019,clean vehicle,16143,pennsylvania
50000,ford,2019,clean vehicle,17995,pennsylvania
47300,ford,2019,clean vehicle,23926,pennsylvania
45000,ford,2017,clean vehicle,57929,louisiana
49000,ford,2019,clean vehicle,20758,pennsylvania
40200,ford,2019,clean vehicle,10028,texas
48000,ford,2019,clean vehicle,21051,pennsylvania
5000,ford,2015,clean vehicle,136307,louisiana
8200,ford,2013,clean vehicle,105880,new jersey
49000,ford,2019,clean vehicle,19985,pennsylvania
4000,ford,2015,clean vehicle,102590,louisiana
39000,ford,2019,clean vehicle,27612,pennsylvania
29000,ford,2015,clean vehicle,90855,louisiana
46500,ford,2019,clean vehicle,19936,pennsylvania
7805,ford,2015,clean vehicle,64495,louisiana
22000,ford,2018,clean vehicle,39477,texas
18800,ford,2019,clean vehicle,25698,pennsylvania
33000,ford,2015,clean vehicle,73849,louisiana
39500,ford,2019,clean vehicle,25422,pennsylvania
16900,ford,2015,clean vehicle,47866,louisiana
42500,ford,2019,clean vehicle,31236,pennsylvania
39500,ford,2019,clean vehicle,26755,pennsylvania
25500,ford,2018,clean vehicle,49177,illinois
49500,ford,2019,clean vehicle,20749,pennsylvania
25000,ford,2018,clean vehicle,15003,illinois
40000,ford,2019,clean vehicle,12247,pennsylvania
26000,ford,2018,clean vehicle,1,illinois
29500,ford,2019,clean vehicle,10808,pennsylvania
23000,ford,2019,clean vehicle,11263,oklahoma
25500,ford,2018,clean vehicle,42307,illinois
44500,ford,2019,clean vehicle,17484,pennsylvania
15600,ford,2019,clean vehicle,37106,missouri
23100,ford,2019,clean vehicle,9539,oklahoma
37000,ford,2019,clean vehicle,2384,pennsylvania
14500,ford,2019,clean vehicle,20590,missouri
23000,ford,2019,clean vehicle,13896,oklahoma
26500,ford,2019,clean vehicle,9451,pennsylvania
18000,ford,2017,clean vehicle,31657,missouri
35700,ford,2019,clean vehicle,33907,oklahoma
31000,ford,2019,clean vehicle,10028,pennsylvania
2000,ford,2013,clean vehicle,175640,missouri
40400,ford,2019,clean vehicle,30770,oklahoma
43600,ford,2019,clean vehicle,15141,pennsylvania
22600,ford,2019,clean vehicle,18431,oklahoma
26000,ford,2019,clean vehicle,9604,pennsylvania
23200,ford,2019,clean vehicle,9516,oklahoma
29000,ford,2019,clean vehicle,9718,pennsylvania
22800,ford,2019,clean vehicle,16506,oklahoma
3450,ford,2015,salvage insurance,192108,oregon
31000,ford,2019,clean vehicle,11028,pennsylvania
22900,ford,2019,clean vehicle,11313,oklahoma
3000,ford,2014,salvage insurance,141595,oregon
28000,ford,2019,clean vehicle,12886,pennsylvania
23200,ford,2019,clean vehicle,9556,oklahoma
27000,ford,2019,clean vehicle,13269,pennsylvania
22800,ford,2019,clean vehicle,16770,oklahoma
31500,ford,2019,clean vehicle,13526,pennsylvania
23400,ford,2019,clean vehicle,16391,oklahoma
28000,ford,2019,clean vehicle,11437,pennsylvania
23400,ford,2019,clean vehicle,17964,oklahoma
28000,ford,2018,clean vehicle,5440,texas
24900,ford,2019,clean vehicle,13035,pennsylvania
23500,ford,2019,clean vehicle,15759,oklahoma
36000,ford,2018,clean vehicle,30002,texas
28700,ford,2019,clean vehicle,13673,pennsylvania
16000,ford,2018,clean vehicle,24480,oregon
31000,ford,2019,clean vehicle,13230,pennsylvania
16500,ford,2017,clean vehicle,137789,oregon
28500,ford,2019,clean vehicle,13516,pennsylvania
10800,ford,2017,clean vehicle,81660,oregon
28500,ford,2019,clean vehicle,11763,pennsylvania
25000,ford,2017,clean vehicle,34165,oregon
31000,ford,2019,clean vehicle,13458,pennsylvania
7800,ford,2016,clean vehicle,104867,oregon
28500,ford,2019,clean vehicle,14004,pennsylvania
9500,ford,2016,clean vehicle,69829,oregon
28500,ford,2019,clean vehicle,13405,pennsylvania
14500,ford,2016,clean vehicle,96151,oregon
25000,ford,2019,clean vehicle,12688,pennsylvania
14500,ford,2016,clean vehicle,116519,oregon
28500,ford,2019,clean vehicle,12260,pennsylvania
12100,ford,2016,clean vehicle,29367,oregon
29400,ford,2019,clean vehicle,18982,pennsylvania
24700,ford,2019,clean vehicle,23795,california
8700,ford,2016,clean vehicle,76572,oregon
29500,ford,2019,clean vehicle,15964,pennsylvania
25800,ford,2019,clean vehicle,28117,california
17500,ford,2016,clean vehicle,116730,oregon
23900,ford,2019,clean vehicle,21055,pennsylvania
22900,ford,2019,clean vehicle,27794,california
19500,ford,2016,clean vehicle,56995,oregon
29500,ford,2019,clean vehicle,16625,pennsylvania
24500,ford,2019,clean vehicle,27689,california
11000,ford,2016,clean vehicle,39851,oregon
22400,ford,2019,clean vehicle,31727,pennsylvania
15700,ford,2019,clean vehicle,31586,california
11000,ford,2015,clean vehicle,33717,oregon
28000,ford,2019,clean vehicle,18418,pennsylvania
13500,ford,2019,clean vehicle,39013,california
7300,ford,2013,clean vehicle,125451,oregon
25100,ford,2019,clean vehicle,21346,pennsylvania
24100,ford,2019,clean vehicle,21150,california
6500,ford,2014,clean vehicle,103862,oregon
10500,ford,2019,clean vehicle,22001,pennsylvania
16900,ford,2019,clean vehicle,31261,california
6000,ford,2013,clean vehicle,140870,oregon
28500,ford,2019,clean vehicle,14358,pennsylvania
16200,ford,2019,clean vehicle,41672,california
6500,ford,2013,clean vehicle,95655,oregon
24500,ford,2019,clean vehicle,19493,pennsylvania
16500,ford,2019,clean vehicle,36956,california
56500,ford,2017,clean vehicle,23223,texas
10400,ford,2019,clean vehicle,13085,pennsylvania
22800,ford,2018,clean vehicle,36124,oklahoma
26500,ford,2019,clean vehicle,19147,pennsylvania
23800,ford,2019,clean vehicle,24993,pennsylvania
24700,ford,2018,clean vehicle,41127,oklahoma
12400,ford,2019,clean vehicle,32365,pennsylvania
16600,ford,2019,clean vehicle,27774,pennsylvania
11200,ford,2015,clean vehicle,105027,oklahoma
15900,ford,2019,clean vehicle,27806,pennsylvania
7700,ford,2015,clean vehicle,54198,oklahoma
15100,ford,2019,clean vehicle,30181,pennsylvania
7200,ford,2013,clean vehicle,82670,oklahoma
15600,ford,2019,clean vehicle,36305,pennsylvania
39700,ford,2019,clean vehicle,10475,oklahoma
16000,ford,2019,clean vehicle,34734,pennsylvania
7500,ford,2012,clean vehicle,186713,oklahoma
15500,ford,2017,clean vehicle,132150,oregon
19000,ford,2019,clean vehicle,12928,pennsylvania
5500,ford,2015,clean vehicle,116539,oklahoma
38700,ford,2018,clean vehicle,59549,oklahoma
21000,ford,2019,clean vehicle,12174,pennsylvania
28500,ford,2016,clean vehicle,96129,oklahoma
37200,ford,2018,clean vehicle,89809,oklahoma
18500,ford,2019,clean vehicle,18202,pennsylvania
15000,ford,2015,clean vehicle,128505,oklahoma
37700,ford,2017,clean vehicle,43527,oklahoma
22200,ford,2019,clean vehicle,15792,pennsylvania
39950,ford,2019,clean vehicle,9278,georgia
37600,ford,2017,clean vehicle,41925,oklahoma
18500,ford,2019,clean vehicle,16924,pennsylvania
10000,ford,2013,clean vehicle,119869,florida
20500,ford,2019,clean vehicle,17260,pennsylvania
5700,ford,2013,clean vehicle,89490,florida
21000,ford,2019,clean vehicle,40772,pennsylvania
22500,ford,2019,clean vehicle,25623,pennsylvania
29000,ford,2019,clean vehicle,11669,colorado
13200,ford,2013,clean vehicle,138524,florida
25500,ford,2019,clean vehicle,13644,pennsylvania
25700,ford,2016,clean vehicle,147935,texas
18900,ford,2015,clean vehicle,44456,new york
31500,ford,2019,clean vehicle,20357,pennsylvania
45500,ford,2017,clean vehicle,66366,florida
11000,ford,2017,clean vehicle,43532,pennsylvania
18288,ford,2015,clean vehicle,45218,new york
20000,ford,2017,clean vehicle,85688,florida
36600,ford,2016,clean vehicle,58902,pennsylvania
18299,ford,2015,clean vehicle,59869,pennsylvania
10000,ford,2017,clean vehicle,35021,colorado
4100,ford,2012,clean vehicle,100264,pennsylvania
30995,ford,2015,clean vehicle,157057,texas
1750,ford,2012,salvage insurance,181316,minnesota
31500,ford,2019,clean vehicle,23222,pennsylvania
13500,ford,2016,clean vehicle,87686,colorado
7500,ford,2014,clean vehicle,162918,texas
650,ford,2017,salvage insurance,0,california
22800,ford,2019,clean vehicle,32526,pennsylvania
11300,ford,2016,clean vehicle,69402,colorado
32700,ford,2014,clean vehicle,76336,texas
1350,ford,2012,salvage insurance,163334,virginia
21900,ford,2019,clean vehicle,47628,pennsylvania
11700,ford,2014,clean vehicle,135283,texas
6500,ford,2014,salvage insurance,147903,georgia
9800,ford,2014,clean vehicle,74181,colorado
11000,ford,2014,clean vehicle,77386,texas
1150,ford,2014,salvage insurance,123349,georgia
13000,ford,2013,clean vehicle,136661,colorado
5500,ford,2013,clean vehicle,109600,texas
6000,ford,2014,salvage insurance,125369,massachusetts
11200,ford,2013,clean vehicle,122861,texas
5000,ford,2016,salvage insurance,110826,massachusetts
23400,ford,2019,clean vehicle,12198,missouri
13500,ford,2019,salvage insurance,45512,massachusetts
22900,ford,2019,clean vehicle,15656,missouri
20000,ford,2020,clean vehicle,23984,virginia
22900,ford,2019,clean vehicle,15821,missouri
27000,ford,2020,clean vehicle,12748,virginia
54500,ford,2019,clean vehicle,9865,oklahoma
20600,ford,2020,clean vehicle,17858,virginia
23500,ford,2019,clean vehicle,6711,missouri
53000,ford,2019,clean vehicle,14939,oklahoma
23600,ford,2019,clean vehicle,15820,missouri
33500,ford,2019,clean vehicle,6140,oklahoma
24400,ford,2019,clean vehicle,25552,virginia
13000,ford,2016,clean vehicle,54984,west virginia
48400,ford,2019,clean vehicle,24783,virginia
26500,ford,2014,clean vehicle,148442,west virginia
46200,ford,2019,clean vehicle,34191,virginia
9300,ford,2013,clean vehicle,82072,west virginia
13500,ford,2012,clean vehicle,104559,west virginia
27600,ford,2019,clean vehicle,13265,virginia
7400,ford,2013,clean vehicle,133314,west virginia
26500,ford,2019,clean vehicle,22458,virginia
26000,ford,2013,clean vehicle,70106,west virginia
24500,ford,2019,clean vehicle,23712,virginia
2100,ford,2012,clean vehicle,101848,west virginia
16700,ford,2019,clean vehicle,14994,virginia
17500,ford,2015,clean vehicle,59726,missouri
17000,ford,2019,clean vehicle,16448,virginia
22500,ford,2015,clean vehicle,28801,oklahoma
34500,ford,2019,clean vehicle,28938,michigan
16600,ford,2019,clean vehicle,19022,virginia
7500,ford,2014,clean vehicle,93832,missouri
34500,ford,2019,clean vehicle,25046,michigan
25000,ford,2019,clean vehicle,22318,virginia
36000,ford,2019,clean vehicle,17301,michigan
23700,ford,2019,clean vehicle,27413,virginia
28600,ford,2019,clean vehicle,39733,michigan
23500,ford,2013,clean vehicle,74195,oklahoma
25300,ford,2019,clean vehicle,44383,michigan
24900,ford,2019,clean vehicle,19151,virginia
20300,ford,2012,clean vehicle,188394,missouri
23400,ford,2020,clean vehicle,2452,michigan
14600,ford,2019,clean vehicle,36252,virginia
25500,ford,2019,clean vehicle,27136,virginia
14700,ford,2019,clean vehicle,35951,virginia
33700,ford,2019,clean vehicle,35221,virginia
33400,ford,2019,clean vehicle,33808,virginia
34000,ford,2019,clean vehicle,32022,michigan
17500,ford,2019,clean vehicle,34173,virginia
14100,ford,2019,clean vehicle,24272,michigan
30000,ford,2019,clean vehicle,19055,virginia
16500,ford,2019,clean vehicle,34822,michigan
30600,ford,2019,clean vehicle,15422,virginia
12800,ford,2019,clean vehicle,24765,nevada
26000,ford,2019,clean vehicle,23019,virginia
46000,ford,2019,clean vehicle,38243,texas
28500,ford,2019,clean vehicle,16509,virginia
24300,ford,2019,clean vehicle,18762,nevada
29000,ford,2019,clean vehicle,28854,texas
15300,ford,2019,clean vehicle,17392,nevada
27900,ford,2019,clean vehicle,13558,new mexico
24700,ford,2019,clean vehicle,27082,nevada
14400,ford,2019,clean vehicle,17510,texas
15000,ford,2019,clean vehicle,24662,nevada
17200,ford,2014,clean vehicle,96076,florida
12800,ford,2019,clean vehicle,22858,nevada
46900,ford,2020,clean vehicle,740,virginia
2800,ford,2013,clean vehicle,110748,florida
16200,ford,2019,clean vehicle,25090,nevada
25200,ford,2020,clean vehicle,7,virginia
34800,ford,2019,clean vehicle,34277,nevada
52000,ford,2019,clean vehicle,34527,texas
26000,ford,2017,clean vehicle,99923,texas
40600,ford,2019,clean vehicle,39170,nevada
55000,ford,2019,clean vehicle,16569,texas
5000,ford,2015,clean vehicle,80612,texas
36400,ford,2019,clean vehicle,36616,nevada
7500,ford,2015,clean vehicle,92165,texas
14700,ford,2019,clean vehicle,44778,nevada
43900,ford,2020,clean vehicle,2089,south carolina
6400,ford,2013,clean vehicle,91652,texas
41100,ford,2019,clean vehicle,35801,nevada
